OBJECTID,Shape,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
659,"(40.82088157800007, -73.94252153499991)",DYCD449,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800, ,CAS Drew Hamilton Ctr.,2672,Frederick Douglass Boulevard,Manhattan,10030,center,0,yes,yes,unknown,unknown,yes,Yes,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Childrens Aid Society,2672 Frederick Douglass Boulevard,"Manhattan, NY 10030"
660,"(40.63786810900007, -74.09789307599993)",DYCD452,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800, ,Goodhue Ctr.,304,Prospect Avenue,Staten Island,10301,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,304 Prospect Avenue,"Staten Island, NY 10301"
661,"(40.858835137000085, -73.88993579999993)",DYCD173,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,10X254,MS 254,2452,Washington Avenue,Bronx,10458,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,2452 Washington Avenue,"Bronx, NY 10458"
662,"(40.78910757500006, -73.94936754899993)",DYCD11,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800, ,Childrens Aid Society,130,East 101st Street,Manhattan,10029,center,0,yes,yes,unknown,unknown,Yes,Yes,yes,Full-time/Part-time,0,Yes,Yes,Yes,OST - Childrens Aid Society,130 East 101st Street,"Manhattan, NY 10029"
663,"(40.66209552300006, -73.93641648399995)",DYCD154,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,(718) 773-3343,17K587,Middle School for the Arts-587,790,East New York Avenue,Brooklyn,11203,school,180,no,yes,unknown,unknown,no,yes,no,Full-time,180,yes,yes,yes,OST - Church Avenue Merchants Block Association,790 East New York Avenue,"Brooklyn, NY 11203"
664,"(40.80229888300005, -73.94686453499992)",DYCD14,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800, ,The Dunley Milbank Ctr.,14-32,West 118th Street,Manhattan,10026,center,0,yes,yes,unknown,unknown,Yes,no,yes,Full-time/Part-time,0,Yes,Yes,Yes,OST - Childrens Aid Society,14-32 West 118th Street,"Manhattan, NY 10026"
665,"(40.83921991200003, -73.93665511299992)",DYCD145,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M008,Luis Belliard ES,465,West 167th Street,Manhattan,10032,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,465 West 167th Street,"Manhattan, NY 10032"
666,"(40.85332658200008, -73.9334655259999)",DYCD176,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M048,PS 48,4360,Broadway,Manhattan,10033,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,4360 Broadway,"Manhattan, NY 10033"
667,"(40.81571571100005, -73.8853262049999)",DYCD651,DYCD,OST,800-246-4646,"City Year, Inc.", ,(646) 591-3127,06X201,M.S. X201 (X201),730,Bryant Avenue,Bronx,10474,School,100,Yes,Yes,unknown,unknown,No,Yes,No,Part-time,100,Yes,Yes,Yes,OST - City Year,730 Bryant Avenue,"Bronx, NY 10474"
668,"(40.69381092800006, -73.91488831799995)",DYCD652,DYCD,OST,800-246-4646,Coalition For Hispanic Family Services, ,(646) 209-9841,32K377,PS 377 ALEJANDRINA B DEGAUTIER (K377),200,Woodbine Street,Brooklyn,11221,school,100,Yes,Yes,unknown,unknown,yes,no,no,Full-time,100,yes,yes,yes,OST - Coalition For Hispanic Family Services,200 Woodbine Street,"Brooklyn, NY 11221"
669,"(40.73722719700004, -73.88708671699993)",DYCD653,DYCD,OST,800-246-4646,Coalition for Hispanic Family Services, ,(646) 209-9841,30Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE) (Q877),200,51 AVENUE,Queens,11373,School,60,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,60,Yes,Yes,Yes,OST - Coalition For Hispanic Family Services,76-05 51 Avenue,"Queens, NY 11373"
670,"(40.72942077200008, -73.99964952199991)",DYCD13,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800, ,Childrens Aid Society-GVC (Chorus),219,Sullivan Street,Manhattan,10012,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Childrens Aid Society,219 Sullivan Street,"Manhattan, NY 10012"
671,"(40.86395346200004, -73.89939257999993)",DYCD93,DYCD,OST,800-246-4646,"Childrens Arts & Science Workshops, Inc.",132752494,212-923-7766, ,St. James Recreation Ctr.,2530,Jerome Avenue,Bronx,10468,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Childrens Arts & Science Workshops,2530 Jerome Avenue,"Bronx, NY 10468"
672,"(40.78099199800005, -73.97798616599994)",DYCD393,DYCD,OST,800-246-4646,Children's Arts & Sciences,132752494,917-441-1163,03M044,William O'Shea MS,100,West 77th Street,Manhattan,10024,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Children's Arts & Sciences,100 West 77th Street,"Manhattan, NY 10024"
673,"(40.64081211000007, -74.0009422629999)",DYCD148,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,20K220,John J. Pershing School,4812,9th Avenue,Brooklyn,11220,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,4812 9th Avenue,"Brooklyn, NY 11220"
674,"(40.60119687200006, -73.96002262899992)",DYCD152,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,21K153,Homecrest Elementary School,1970,Homecrest Avenue,Brooklyn,11229,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,1970 Homecrest Avenue,"Brooklyn, NY 11229"
675,"(40.71081681800007, -73.9861776539999)",NYCHA42,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 349-4122, ,Two Bridges Comm. Ctr.,286,South Street,Manhattan,10002,NYCHA Community Center,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,41,Yes,Yes,Yes,Two Bridges Comm. Ctr.,286 South Street,"Manhattan, NY 10002"
676,"(40.79446505900006, -73.9484602789999)",NYCHA92,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 876-6480, ,Lehman Village Comm. Ctr.,1589,Madison Ave,Manhattan,10029,NYCHA Community Center,99,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,99,Yes,Yes,Yes,Lehman Village Comm. Ctr.,1589 Madison Ave,"Manhattan, NY 10029"
677,"(40.81063386500006, -73.93747236399992)",NYCHA64,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 234-7655, ,Lincoln Comm. Ctr.,2110,Madison Ave,Manhattan,10037,NYCHA Community Center,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,65,Yes,Yes,Yes,Lincoln Comm. Ctr.,2110 Madison Ave,"Manhattan, NY 10037"
678,"(40.71229359900008, -73.99097225699995)",NYCHA91,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 385-9349, ,Rutgers Comm. Ctr.,200,Madison St,Manhattan,10002,NYCHA Community Center,98,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,98,Yes,Yes,Yes,Rutgers Comm. Ctr.,200 Madison St,"Manhattan, NY 10002"
679,"(40.817698835000044, -73.95453339699992)",NYCHA108,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 491-3377, ,Manhattanville Comm. Ctr.,530,West 133rd St,Manhattan,10027,NYCHA Community Center,123,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,123,Yes,Yes,Yes,Manhattanville Comm. Ctr.,530 West 133rd St,"Manhattan, NY 10027"
680,"(40.79976059400008, -73.94754886599992)",NYCHA130,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 348-5721, ,King Towers Comm. Ctr.,2,West 115th Street,Manhattan,10026,NYCHA Community Center,198,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,198,Yes,Yes,Yes,King Towers Comm. Ctr.,2 West 115th Street,"Manhattan, NY 10026"
681,"(40.83105820800006, -73.93736922099993)",NYCHA131,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 491-6127, ,Polo Grounds Comm. Ctr.,2965,Eighth Avenue,Manhattan,10039,NYCHA Community Center,202,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,202,Yes,Yes,Yes,Polo Grounds Comm. Ctr.,2965 Eighth Avenue,"Manhattan, NY 10039"
682,"(40.82048326900008, -73.94099114699992)",NYCHA31,NYCHA,NYCHA (HUD),212-306-3324,NYCHA, ,(212) 368-0759, ,Drew Hamilton Comm. Ctr.,220,West 143rd Street,Manhattan,10030,NYCHA Community Center,0,Yes,No,No,No,No,No,No,Full-time,0,Yes,Yes,Yes,Drew Hamilton Comm. Ctr.,220 West 143rd Street,"Manhattan, NY 10030"
683,"(40.60939425400005, -73.75291907499991)",NYCHA36,NYCHA,NYCHA (HUD),718-969-6240,NYCHA, ,(718) 471-0236, ,Redfern Comm. Ctr.,15-44,Hassock Street,Queens,11691,NYCHA Community Center,34,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,34,Yes,Yes,Yes,Redfern Comm. Ctr.,15-44 Hassock Street,"Queens, NY 11691"
684,"(40.58829677600005, -73.80833495599995)",NYCHA135,NYCHA,NYCHA (HUD),718-969-6240,NYCHA, ,(718) 318-4627, ,Hammel Comm. Ctr.,81-14,Rkway Beach Blvd.,Queens,11693,NYCHA Community Center,298,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,298,Yes,Yes,Yes,Hammel Comm. Ctr.,81-14 Rkway Beach Blvd.,"Queens, NY 11693"
685,"(40.63252513800006, -74.16336656199991)",NYCHA141,NYCHA,NYCHA (HUD),718-815-0140,NYCHA, ,(718) 761-3368, ,Mariner's Harbor Comm. Ctr.,157,Brabant St,Staten Island,10303,NYCHA Community Center,98,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,98,Yes,Yes,Yes,Mariner's Harbor Comm. Ctr.,157 Brabant St,"Staten Island, NY 10303"
686,"(40.62306458200004, -74.08224919199995)",NYCHA143,NYCHA,NYCHA (HUD),718-815-0140,NYCHA, ,(718) 981-0500, ,Stapleton Comm. Ctr.,189,Gordon St,Staten Island,10304,NYCHA Community Center,180,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,180,Yes,Yes,Yes,Stapleton Comm. Ctr.,189 Gordon St,"Staten Island, NY 10304"
687,"(40.58688581100006, -74.10122162699992)",NYCHA144,NYCHA,NYCHA (HUD),718-815-0140,NYCHA, ,(718) 979-4892, ,Berry Comm. Ctr.,211,Jefferson St,Staten Island,10306,NYCHA Community Center,183,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,183,Yes,Yes,Yes,Berry Comm. Ctr.,211 Jefferson St,"Staten Island, NY 10306"
688,"(40.84609740700006, -73.94040751199992)",DYCD88,DYCD,OST,800-246-4646,"Alianza Dominicana, Inc.",133402057,212-740-1960, ,J. Hood Wright Recreation Ctr., ,174th St. and Ft. Washington Avenue,Manhattan,10033,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Alianza Dominicana,174th St. and Ft. Washington Avenue,"Manhattan, NY 10033"
689,"(40.84296533200006, -73.93467096299992)",DYCD87,DYCD,OST,800-246-4646,"Alianza Dominicana, Inc.",133402057,212-740-1960, ,Highbridge Recreation Ctr., ,Amsterdam Avenue and 173rd St.,Manhattan,10032,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Alianza Dominicana,Amsterdam Avenue and 173rd St.,"Manhattan, NY 10032"
690,"(40.71869932200008, -73.99396600999995)",DYCD17,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920, ,CPC Chung Pak/Chrystie Street School Age Child Care Ctr.,115,Chrystie Street,Manhattan,10002,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,115 Chrystie Street,"Manhattan, NY 10002"
691,"(40.71300172700006, -73.99184739999993)",DYCD568,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,02M002,PS 2,122,Henry Street,Manhattan,10002,school,0,no,yes,no,no,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,122 Henry Street,"Manhattan, NY 10002"
692,"(40.64963408400007, -73.96633127199993)",DYCD158,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,17K249,Caton Elementary School,18,Marlborough Road,Brooklyn,11226,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,18 Marlborough Road,"Brooklyn, NY 11226"
693,"(40.63772907500004, -73.94774197699991)",DYCD161,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,22K269,Nostrand School,1957,Nostrand Avenue,Brooklyn,11210,school,0,no,yes,unknown,unknown,yes,Yes,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,1957 Nostrand Avenue,"Brooklyn, NY 11210"
694,"(40.81574599500004, -73.92999752399993)",DYCD166,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,07X427 / 07X670,Health Opportunities,350,Gerard Avenue,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Citizens Advice Bureau,350 Gerard Avenue,"Bronx, NY 10451"
695,"(40.83253219300008, -73.91876313099993)",DYCD19,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727, ,Citizens Advice Bureau/Girls Club of NY,1130,Grand Concourse,Bronx,10456,center,0,yes,yes,unknown,unknown,yes,no,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Citizens Advice Bureau,1130 Grand Concourse,"Bronx, NY 10456"
696,"(40.81764130500005, -73.90186965099991)",DYCD167,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,08X130,Abram Stevens Hewitt ES,750,Prospect Avenue,Bronx,10455,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Citizens Advice Bureau,750 Prospect Avenue,"Bronx, NY 10455"
697,"(40.67111372900007, -73.90775295599991)",DYCD164,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,23K298,PS/IS 298,85,Watkins Street,Brooklyn,11212,school,0,no,yes,unknown,unknown,Yes,yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,85 Watkins Street,"Brooklyn, NY 11212"
698,"(40.813069632000065, -73.89980672899992)",DYCD454,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727, ,Avenue St. John Family Services,666,Southern Boulevard,Bronx,10455,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Citizens Advice Bureau,666 Southern Boulevard,"Bronx, NY 10455"
699,"(40.83000339700004, -73.94463816899992)",DYCD174,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M210,21st Century Academy,501,West 152nd Street,Manhattan,10031,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,501 West 152nd Street,"Manhattan, NY 10031"
700,"(40.831630000000075, -73.94235983999994)",DYCD175,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M028,Wright Brothers ES,475,West 155th Street,Manhattan,10032,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,475 West 155th Street,"Manhattan, NY 10032"
701,"(40.80933881200008, -73.91991926999992)",DYCD186,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X220,Mott Haven Village School,468,East 140th Street,Bronx,10454,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,468 East 140th Street,"Bronx, NY 10454"
702,"(40.67281190400007, -73.9611133169999)",DYCD457,DYCD,OST,800-246-4646,Community Counseling And Mediation,112675243,718-230-5100, ,Comm. Counseling & Mediation,810,Classon Avenue,Brooklyn,11238,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Counseling And Mediation,810 Classon Avenue,"Brooklyn, NY 11238"
703,"(40.68584192700007, -73.86943571699993)",DYCD178,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K171,Abraham Lincoln School,528,Ridgewood Avenue,Brooklyn,11208,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Child Care Corp.,528 Ridgewood Avenue,"Brooklyn, NY 11208"
704,"(40.692996039000036, -73.8690515589999)",DYCD179,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K420,Franklin K. Lane HS,999,Jamaica Avenue,Brooklyn,11208,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Cypress Hills Local Dev.,999 Jamaica Avenue,"Brooklyn, NY 11208"
705,"(40.68339124100004, -73.87727899799995)",DYCD180,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K065,Little Red School House of Cypress Hills,158,Richmond Street,Brooklyn,11208,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Local Dev.,158 Richmond Street,"Brooklyn, NY 11208"
706,"(40.676958969000054, -73.88384179699995)",DYCD181,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K089,Cypress Hills Comm. School,350,Linwood Street,Brooklyn,11208,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Local Dev.,350 Linwood Street,"Brooklyn, NY 11208"
707,"(40.810632284000064, -73.9488062659999)",DYCD234,DYCD,OST,800-246-4646,"Harlem Children's Zone, Inc",237112974,212-666-7236,05M154,Harriet Tubman ES,250,West 127th Street,Manhattan,10027,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Harlem Children's Zone,250 West 127th Street,"Manhattan, NY 10027"
708,"(40.81574599500004, -73.92999752399993)",DYCD184,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X427 / 07X670,Health Opportunities HS,350,Gerard Avenue,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - East Side House Settlement,350 Gerard Avenue,"Bronx, NY 10451"
709,"(40.81359040600006, -73.92486380899993)",DYCD22,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250, ,Patterson Comm. Ctr.,340,Morris Avenue,Bronx,10451,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,340 Morris Avenue,"Bronx, NY 10451"
710,"(40.785227176000035, -73.94220276099992)",DYCD237,DYCD,OST,800-246-4646,Harlem RBI(Reviving Baseball in Inner Cities, ,212-722-1608,04M099,JHS 99,410,East 100th Street,Manhattan,10029,school,0,no,yes,unknown,unknown,no,no,yes,Full-time/Part-time,0,yes,yes,yes,OST - Harlem RBI,410 East 100th Street,"Manhattan, NY 10029"
711,"(40.80544487600008, -73.91915293099993)",DYCD461,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250, ,Mill Brook Comm. Ctr.,201,St. Ann's Avenue,Bronx,10454,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,201 St. Ann's Avenue,"Bronx, NY 10454"
712,"(40.634211322000056, -74.0290352099999)",DYCD238,DYCD,OST,800-246-4646,Heartshare Human Services,111633549,718-422-4200,20K102,Bay View Elementary School,211,72nd Street,Brooklyn,11209,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Heartshare Human Services,211 72nd Street,"Brooklyn, NY 11209"
713,"(40.827687653000055, -73.92449454799993)",DYCD20,DYCD,OST,800-246-4646,"Dream Yard Project, Inc", ,718-588-8007, ,Dream Yard Project,872,"Gerard Avenue, 3rd Floor",Bronx,10452,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Dream Yard Project,"872 Gerard Avenue, 3rd Fl","Bronx, NY 10452"
714,"(40.79337794700007, -73.93731990899994)",DYCD95,DYCD,OST,800-246-4646,"East Harlem Tutorial Program, Inc.", ,212-831-0650, ,Thomas Jefferson Recreation Ctr.,2180,1st Avenue,Manhattan,10029,Parks,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - East Harlem Tutorial Program,2180 1st Avenue,"Manhattan, NY 10029"
715,"(40.65980508700005, -73.88553010599992)",DYCD183,DYCD,OST,800-246-4646,East NY Development Corporation,112433064,718-566-2127,19K166,George Gershwin School,800,Van Siclen Avenue,Brooklyn,11207,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - East NY Dev.,800 Van Siclen Avenue,"Brooklyn, NY 11207"
716,"(40.65922634700007, -73.94308366799993)",DYCD569,DYCD,OST,800-246-4646,Community Counseling And Mediation,112675243,718-230-5100,17K533,School for Democracy,600,Kingston Avenue,Brooklyn,11203,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Counseling And Mediation,600 Kingston Avenue,"Brooklyn, NY 11203"
717,"(40.69381092800006, -73.91488831799995)",DYCD170,DYCD,OST,800-246-4646,Coalition For Hispanic Family Services, ,718-497-6090,32K377,Alejandrina DeGautier ES,200,Woodbine Street,Brooklyn,11221,school,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - Coalition For Hispanic Family Services,200 Woodbine Street,"Brooklyn, NY 11221"
718,"(40.61523917000005, -73.97681888799991)",DYCD163,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,21K226,Alfred de B. Mason School,6006,23rd Avenue,Brooklyn,11226,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,6006 23rd Avenue,"Brooklyn, NY 11226"
719,"(40.840585702000055, -73.90415908099993)",DYCD172,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,09X339,School of Communication Technology,1600,Webster Avenue,Bronx,10457,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,1600 Webster Avenue,"Bronx, NY 10457"
720,"(40.73612531300006, -73.7536390439999)",DYCD646,DYCD,OST,800-246-4646,Child Center of New York,111733454,(347) 510-4893,26Q188,PS 188 KINGSBURY (Q188),218-12,HARTLAND AVENUE,Queens,11364,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Child Center of NY,218-12 Hartland Avenue,"Queens, NY 11364"
721,"(40.699082640000086, -73.8355840079999)",DYCD647,DYCD,OST,800-246-4646,Child Center of New York,111733454,(718) 591-6750,27Q56,PS 056 HARRY EICHLER (Q056),86-10,114 STREET,Queens,11418,School,180,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,180,Yes,Yes,Yes,OST - Child Center of NY,86-10 114 Street,"Queens, NY 11418"
722,"(40.83637695400006, -73.89279082399992)",DYCD133,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,12X061,The Francisco Allen School,1550,Crotona Park E,Bronx,10460,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1550 Crotona Park E,"Bronx, NY 10460"
723,"(40.860904782000034, -73.93009098399995)",DYCD134,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M218,Salome Urena de Henriquez,4600,Broadway,Manhattan,10040,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,4600 Broadway,"Manhattan, NY 10040"
724,"(40.83622748300007, -73.89040256999994)",DYCD137,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,12X098,Herman Rider,1619,Boston Road,Bronx,10460,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1619 Boston Road,"Bronx, NY 10460"
725,"(40.827729737000084, -73.9138324139999)",DYCD138,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,09X145,Arturo Toscaninni School,1000,Teller Avenue,Bronx,10456,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1000 Teller Avenue,"Bronx, NY 10456"
